"Gene","Adipose_Subcutaneous","Adipose_Visceral_Omentum","Adrenal_Gland","Artery_Aorta","Artery_Coronary","Artery_Tibial","Bladder","Brain_Amygdala","Brain_Anterior_cingulate_cortex_BA24","Brain_Caudate_basal_ganglia","Brain_Cerebellar_Hemisphere","Brain_Cerebellum","Brain_Cortex","Brain_Frontal_Cortex_BA9","Brain_Hippocampus","Brain_Hypothalamus","Brain_Nucleus_accumbens_basal_ganglia","Brain_Putamen_basal_ganglia","Brain_Spinal_cord_cervical_c-1","Brain_Substantia_nigra","Breast_Mammary_Tissue","Cells_Cultured_fibroblasts","Cells_EBV-transformed_lymphocytes","Cervix_Ectocervix","Cervix_Endocervix","Colon_Sigmoid","Colon_Transverse","Esophagus_Gastroesophageal_Junction","Esophagus_Mucosa","Esophagus_Muscularis","Fallopian_Tube","Heart_Atrial_Appendage","Heart_Left_Ventricle","Kidney_Cortex","Kidney_Medulla","Liver","Lung","Minor_Salivary_Gland","Muscle_Skeletal","Nerve_Tibial","Ovary","Pancreas","Pituitary","Prostate","Skin_Not_Sun_Exposed_Suprapubic","Skin_Sun_Exposed_Lower_leg","Small_Intestine_Terminal_Ileum","Spleen","Stomach","Testis","Thyroid","Uterus","Vagina","Whole_Blood","VitalAverage","NonVitalAverage"
"BRD4",27.5783,23.7883,19.6762,34.5093,31.2558,38.8715,28.6239,7.66319,10.1759,8.49557,26.6084,29.6642,15.1542,13.2594,7.90806,9.53063,9.43148,7.0751,9.5732,7.05575,28.099,22.2823,28.2132,37.5016,38.5105,28.1932,19.5114,25.3999,24.0635,24.2707,32.7676,13.0093,10.2277,12.3956,18.73,12.73,34.4321,22.0835,24.9878,34.4775,38.437,10.3191,24.5031,29.8259,34.9815,36.0931,23.831,30.851,16.4407,34.6925,32.6889,39.4015,32.9774,19.5028,13.70401125,27.3446817094017
"EZH2",3.56372,2.82989,2.54207,1.88837,2.40571,1.39712,2.515,0.662065,0.682958,0.771749,7.74782,7.43995,0.996289,0.864193,0.743022,0.725557,0.845589,0.682305,1.16717,0.725073,3.8612,12.1455,54.6972,5.03889,5.08577,1.46133,6.83189,1.4309,16.0301,1.32394,3.3636,1.08991,0.792419,1.46485,3.31969,2.12342,6.63487,4.85334,2.0992,4.43816,5.52647,3.17468,1.41626,3.3245,14.8193,14.6948,9.08851,9.40823,3.33222,41.4215,2.44737,4.09195,9.17073,2.10569,2.0356836875,7.08589258736942
"C18orf54",1.64054,1.53709,0.373361,1.42379,1.71254,1.24644,1.6243,0.731913,0.587913,0.816646,1.71887,1.35946,0.678979,0.736127,0.98337,0.825169,0.649591,0.818867,2.95042,1.34299,1.46432,5.25121,4.68499,3.09858,3.40499,1.37372,1.33758,1.21955,0.944448,1.11411,1.84353,0.636225,0.381605,0.440467,0.821873,0.0971745,2.02465,0.649441,0.171349,4.16205,1.6761,0.159896,0.45461,1.01647,0.703862,0.674881,1.29943,1.69547,0.50913,14.3292,1.49313,3.11657,2.0578,0.261587,1.0776746875,1.86464846509972
"BBS10",12.7058,10.1314,10.7387,9.36161,12.206,8.57477,8.28487,5.65383,6.61977,7.08014,16.7262,12.9162,6.23769,8.92067,6.09027,6.52873,7.47047,5.64661,11.3394,5.59129,11.7845,20.7434,8.77534,11.3222,13.3686,8.19737,5.01785,9.78515,6.77624,10.8901,10.1023,4.28209,3.44017,3.99001,5.8869,4.28677,12.4909,8.12661,4.30478,19.5754,11.8953,3.18358,9.2106,9.46157,6.6457,7.68697,6.97419,9.68111,5.15642,7.36048,10.499,13.3072,10.1607,0.987666,7.939651875,9.12636657644824
"PLS1",0.263754,0.461388,3.28559,0.919476,0.288574,0.300265,1.17686,0.317957,0.694761,0.367289,1.15297,0.929963,0.770271,1.35081,0.403439,0.807532,0.240051,0.255284,0.805164,0.399978,1.30839,0.273282,0.614306,0.35913,0.391258,0.469228,31.0597,0.366968,9.19509,0.372807,0.457593,0.274274,0.322832,5.31111,5.1352,4.40769,5.31043,9.39769,0.208701,0.311673,0.413689,3.74247,9.81909,1.42327,1.861,2.11132,34.1992,0.464596,5.95483,5.1492,3.56282,0.3727,4.52135,0.182408,0.9001878125,3.92718643637227
"ERCC1",34.1201,29.3857,27.108,46.044,38.1364,33.7442,32.2784,15.2328,17.9213,16.5494,36.2,35.8575,22.9712,22.4483,16.1716,19.4382,16.8904,14.1428,23.627,16.3957,38.8671,56.9581,24.8761,49.5701,51.7274,31.5793,21.4357,30.5003,24.2651,30.3813,45.6239,32.2648,25.41,15.719,27.4191,10.217,33.5871,33.7862,21.0055,43.7889,50.4555,11.7159,43.5075,45.1734,40.8578,41.6765,26.7285,31.5217,21.2256,26.5343,43.844,49.5928,35.9489,11.9107,22.81925625,33.5815565527066
"FBXO5",3.51804,5.16824,2.7271,4.54762,4.58876,3.45282,4.45802,1.43565,1.38039,1.5654,7.31815,5.29096,1.34408,1.87069,1.31803,1.6263,1.66137,1.25645,2.00449,1.47785,4.0982,15.1895,43.8026,6.24186,7.59485,3.84044,4.01183,3.40815,5.51991,3.235,7.54185,1.41918,0.854527,2.07072,3.38104,1.89783,4.61948,3.88665,0.583879,3.79154,6.66566,1.37625,4.52935,5.23465,3.55338,3.38166,5.48843,7.77618,2.97169,5.15644,6.06222,7.88652,6.07228,1.11414,2.2776873125,5.65376754131054
"SPCS1",95.6349,82.1412,128.197,138.799,123.901,131.631,105.211,61.687,72.3369,69.5705,66.5039,63.5149,74.6571,93.6117,57.1636,91.6188,72.3521,58.2904,108.846,76.2936,99.1257,164.524,212.378,118.477,132.012,89.965,90.9202,92.2492,95.1844,87.9617,117.077,59.3534,45.5736,74.4,98.3816,66.0528,102.102,119.893,58.2734,118.319,111.205,82.464,154.103,104.448,95.8932,101.415,94.0497,100.074,105.674,219.415,141.65,119.484,105.907,58.5739,73.34221875,111.159565527066
"TMC8",7.7811,9.85691,3.56531,4.58331,6.20125,1.73554,8.0912,1.94584,1.2044,1.91641,1.18134,1.44104,1.48946,1.15724,2.24293,2.43783,1.44158,1.69659,6.92075,3.27703,5.81769,0.0438965,115.254,5.75877,6.46796,3.33523,7.86032,3.76128,4.89944,3.81789,8.04896,1.85093,0.905496,2.89217,5.45865,3.90334,30.0411,5.4203,0.518444,7.25451,1.6897,0.97849,3.02416,6.80665,4.46875,4.05056,40.4813,175.14,5.02122,2.50319,6.67284,5.41052,8.04707,53.5839,3.821872875,14.3981339475309
"GNAI3",8.58385,7.66776,4.43926,7.24102,7.65241,8.57473,6.29832,2.11586,2.18818,2.34859,4.86136,3.91783,2.24988,2.57277,1.95041,2.54985,2.3144,1.90645,3.65112,2.37128,7.07723,15.2178,11.9094,9.35429,7.40819,6.23035,5.48339,5.87041,12.2259,5.86056,7.25025,2.14488,1.27485,2.94328,4.24125,2.5796,6.89539,5.33606,1.2975,7.83496,6.40801,2.22546,4.32444,5.39981,10.9023,11.8087,5.03786,6.19492,3.64311,5.14402,5.5471,8.24574,9.69856,7.56701,2.83206875,6.83056868471035
"FAM13A-AS1",6.66083,3.51555,2.39811,4.0787,3.52222,3.99054,5.01374,1.45103,1.59504,1.89897,27.48,30.0934,2.64293,2.22285,1.69194,2.02179,1.8426,1.53125,3.67042,2.18427,5.37729,1.95473,0.772798,8.8171,9.55656,4.23896,3.8857,4.90049,3.16742,4.67072,6.75166,2.13895,1.77946,2.97257,4.74926,1.56823,10.8913,5.18753,1.85049,11.874,7.82425,1.65739,6.23204,7.67957,9.78712,10.2847,6.72186,14.3604,4.21952,2.95957,7.65172,8.01339,6.77065,8.09702,5.9460125,5.62703138176638
"SNHG9",14.4495,16.5728,17.2669,12.7712,14.7053,12.0831,13.8233,12.9953,11.8285,20.6291,24.6113,23.1178,11.1539,11.6532,15.9069,13.4707,22.3047,21.0912,18.7247,13.5255,15.5807,15.0986,9.21263,15.587,15.1092,14.0349,10.5265,13.9523,13.1864,13.2042,20.6149,9.60675,5.55448,12.4214,20.5805,8.94061,16.3984,17.1179,6.871,17.0653,23.6429,16.1839,31.074,22.7886,17.093,16.0637,13.6712,20.7989,14.7308,16.9776,32.788,20.0433,14.4027,7.58432,15.785776875,16.0145397578348
"LRRC37A",0.585417,0.502018,0.375003,0.583041,0.584997,0.596366,0.729225,0.387962,0.450325,0.436826,1.09895,1.03226,0.512668,0.511789,0.417862,0.427566,0.490469,0.355524,0.414193,0.256209,0.610694,0.37687,0.591986,0.811233,0.952565,0.666551,0.501894,0.617683,0.502122,0.590291,0.865219,0.238514,0.119616,0.325756,0.540978,0.210012,0.756471,0.603417,0.287847,0.881799,0.774448,0.23855,1.20453,1.04561,0.873116,0.809148,0.595886,0.837004,0.405196,2.28907,0.971448,0.854168,0.825712,0.360352,0.49420025,0.682172086419753
"ZNF232",5.70047,5.64922,3.85871,6.35505,6.84823,6.7124,8.56554,2.94633,3.35261,3.04364,10.731,9.52061,4.13408,4.2783,3.09661,3.95009,3.11719,2.70233,5.56822,3.37211,7.8862,6.14875,8.5922,9.32056,11.0828,11.5485,7.54037,10.1101,4.79962,9.92682,9.58572,2.71129,1.79582,3.44889,5.47997,3.22741,7.64509,7.00993,5.17812,9.28705,14.4071,3.11458,7.45473,10.8281,6.07433,6.34669,7.40715,8.94708,5.55259,17.6923,9.11801,11.5498,8.4893,1.48669,4.4978325,7.6686489648623
"BCO2",1.46262,3.79122,21.2878,2.50893,2.18512,1.87828,3.60472,1.70514,2.13519,3.69533,4.64376,4.67023,2.9387,2.96362,2.35945,5.05787,3.86444,2.4144,4.71362,3.67172,1.48788,0.655736,0.395595,4.70572,4.08728,3.90567,1.95901,2.95738,3.39192,2.27672,3.71621,17.7903,17.8944,2.12193,1.356,19.8034,2.48241,1.27237,3.6647,5.4792,2.40993,0.576394,7.8164,2.97787,1.74535,1.62004,2.42006,1.60815,0.962407,6.37533,5.01963,4.90728,6.1393,0.288875,5.18753625,3.82157363010446
"FKBPL",5.80847,5.1874,6.38759,7.23428,6.55535,6.52526,5.70512,2.6586,3.84734,3.1662,4.9424,5.04176,5.32611,6.24361,2.90296,3.17615,3.15647,2.73299,3.42848,2.77504,6.54007,10.3413,10.7022,7.25855,7.80683,6.49112,5.91618,5.71368,14.7362,5.76648,7.52557,1.8441,1.75303,3.01892,5.62494,3.39927,5.94594,5.78869,3.01034,6.16366,5.9878,3.62321,5.64876,6.08138,14.0607,15.7823,5.74238,7.68694,7.57654,14.3246,12.4083,7.46539,9.26051,4.927,3.68382375,7.33476808167141
"YWHAG",152.533,160.508,140.843,127.404,122.616,121.856,96.2089,164.078,299.501,141.428,317.798,188.915,261.05,554.517,161.789,238.602,204.966,110.418,125.261,133.778,106.51,184.335,191.528,100.656,86.8782,95.2956,67.8833,92.2235,100.149,90.2472,101.048,99.8679,79.9396,41.5733,59.6997,34.2215,102.085,63.963,224.907,95.857,85.0206,25.3226,66.9402,75.835,79.0784,79.4893,61.1316,63.1402,45.3431,61.4419,71.9187,114.266,97.2916,21.1891,198.99959375,95.6948627730294
"HMOX2",35.9607,33.5243,26.3079,21.6284,24.3933,19.9717,22.3036,20.7956,27.5227,33.8338,37.0618,35.4844,41.27,46.2318,22.6627,27.2244,40.517,27.4074,40.208,25.7583,30.9994,28.7309,27.1832,30.2718,24.3302,20.7904,20.8399,20.2483,41.3394,21.3444,25.8927,28.6483,35.6954,23.6155,21.0076,24.2828,32.222,20.3505,9.3543,32.2103,18.8687,9.52804,27.7003,23.8215,24.2983,25.5922,23.557,38.9644,44.8068,101.331,31.8787,25.413,30.8216,15.9049,32.658975,27.6532669990503
"KDM5D",38.0704,35.0652,56.8622,49.7504,40.1256,49.3979,57.9931,6.7031,8.68532,10.5438,42.3697,43.2756,16.1256,13.7025,9.36587,12.5664,10.2722,8.38569,15.8398,9.93714,30.6661,17.3477,23.5029,0.0887011,0.0432974,52.9437,34.6424,55.0766,25.2866,47.3735,0.0806111,16.9307,10.3493,15.2382,18.8242,12.8186,45.6176,32.1145,14.2561,54.7482,0.0738273,19.6314,47.2598,58.0519,29.1362,30.8352,53.6373,74.931,27.292,31.7749,61.2289,0.0791127,0.0684257,9.0591,17.541895,31.6126960880817
"PLD2",34.341,24.4106,12.2009,28.8464,27.5079,21.7843,30.8929,11.9391,12.1496,15.2839,38.121,44.5155,16.7813,12.2622,10.6959,15.1503,13.1481,13.7551,18.1192,16.1266,36.8059,21.0368,9.60907,67.7819,50.4595,22.1912,16.8689,21.4752,94.1117,19.7568,35.822,9.05867,5.50953,10.8153,17.1083,8.24753,35.675,37.3835,3.39803,50.4615,50.1099,9.43472,22.1072,41.389,52.7137,58.0618,19.2236,24.6568,16.1238,10.474,29.5918,45.9725,75.5848,8.1602,18.0181875,30.6120338319088
"GPKOW",33.2408,25.8084,24.3504,39.5454,33.7455,42.8198,34.2505,18.0174,23.3121,20.058,37.6498,34.5859,27.463,29.3191,17.7087,25.1972,23.0234,17.1333,29.9014,25.8909,31.3648,31.935,32.4981,33.8256,34.8685,31.6653,25.0786,33.4002,22.607,33.1182,35.5418,15.7995,12.9901,15.3019,20.5913,10.5781,29.9274,22.4529,26.7004,42.7287,30.4412,8.19066,34.5168,26.795,30.9729,35.8974,23.3858,27.349,19.8459,17.2145,32.0758,39.9328,29.5951,17.8443,24.248575,28.7046851851852
"LENG1",18.1724,15.8652,14.2525,23.78,21.7834,24.6177,22.6541,8.65898,9.4796,8.7229,16.0219,14.9865,10.4279,12.4256,8.79731,11.0895,8.77491,7.99884,17.8796,10.7032,18.2548,14.739,15.998,25.3867,28.2479,20.2151,15.4328,20.8902,10.9661,19.6713,26.2139,10.282,9.11571,8.98772,14.2111,6.31598,18.4018,13.7855,14.6066,23.1415,26.3493,7.89387,19.694,20.2735,14.3309,14.5474,16.4448,22.5952,15.1593,41.1124,22.6968,25.8794,18.163,10.8657,11.485390625,18.7390764957265
"NCEH1",5.67266,4.45656,14.5482,5.53681,5.2037,3.57004,3.3844,6.86974,14.1423,17.114,18.3539,13.3877,16.2425,30.9448,7.07575,8.83699,17.2433,12.4564,4.84462,5.17049,5.07613,13.7199,5.49603,4.57267,4.87615,2.54423,5.1569,3.20754,4.52688,3.08225,4.09277,4.63947,9.07219,4.84532,7.0382,0.89526,11.5154,9.50212,3.20456,3.4114,2.46676,2.59786,6.00917,5.14385,1.94122,2.44561,5.60765,6.83078,5.47824,2.345,4.92367,4.15111,4.32472,1.31102,12.369346875,4.87833012820513
