"Gene","Adipose_Subcutaneous","Adipose_Visceral_Omentum","Adrenal_Gland","Artery_Aorta","Artery_Coronary","Artery_Tibial","Bladder","Brain_Amygdala","Brain_Anterior_cingulate_cortex_BA24","Brain_Caudate_basal_ganglia","Brain_Cerebellar_Hemisphere","Brain_Cerebellum","Brain_Cortex","Brain_Frontal_Cortex_BA9","Brain_Hippocampus","Brain_Hypothalamus","Brain_Nucleus_accumbens_basal_ganglia","Brain_Putamen_basal_ganglia","Brain_Spinal_cord_cervical_c-1","Brain_Substantia_nigra","Breast_Mammary_Tissue","Cells_Cultured_fibroblasts","Cells_EBV-transformed_lymphocytes","Cervix_Ectocervix","Cervix_Endocervix","Colon_Sigmoid","Colon_Transverse","Esophagus_Gastroesophageal_Junction","Esophagus_Mucosa","Esophagus_Muscularis","Fallopian_Tube","Heart_Atrial_Appendage","Heart_Left_Ventricle","Kidney_Cortex","Kidney_Medulla","Liver","Lung","Minor_Salivary_Gland","Muscle_Skeletal","Nerve_Tibial","Ovary","Pancreas","Pituitary","Prostate","Skin_Not_Sun_Exposed_Suprapubic","Skin_Sun_Exposed_Lower_leg","Small_Intestine_Terminal_Ileum","Spleen","Stomach","Testis","Thyroid","Uterus","Vagina","Whole_Blood","VitalAverage","NonVitalAverage"
"NFKBIL1",31.0493,24.9286,21.9083,37.5871,32.5859,38.8144,37.3449,15.0362,18.418,17.2303,36.0357,34.245,21.8174,22.019,13.7431,16.3326,18.2892,15.1511,18.7423,14.3724,32.9434,24.5049,30.5554,41.7689,41.3789,40.4647,23.3847,36.5278,20.9951,33.0233,44.6295,12.3396,9.74898,16.9385,21.8112,13.9315,29.4359,25.6194,17.4544,39.4782,58.662,24.3254,39.7404,40.4008,32.7141,32.157,22.0148,28.8936,31.8264,34.7525,43.7605,45.2346,32.3841,15.5875,19.55979875,31.8031656125356
"LMBR1",8.95615,8.06202,16.8692,8.00611,7.92231,8.3409,8.39992,4.59568,5.95266,7.36114,12.7835,11.2309,7.41882,9.78776,4.7147,7.02368,7.61705,5.4273,6.48607,5.12479,8.99381,10.3823,11.001,10.738,10.9854,7.00263,5.41392,7.65696,5.60997,7.60514,11.77,4.2564,2.67992,3.46259,5.41591,3.09629,8.85854,6.35939,3.57075,9.68966,12.3591,2.54298,10.8645,8.10143,7.00236,7.10187,5.85068,4.42576,7.00974,14.8094,10.8294,12.9908,9.11063,2.39775,6.957431875,8.16723127255461
"PSTK",1.87634,1.61105,2.52708,1.938,1.8931,1.62132,2.18654,2.91887,2.88789,3.30856,4.23425,4.2181,3.54154,4.10454,2.9449,3.45416,3.55094,2.67332,4.66956,2.84053,2.36923,3.00069,2.50237,2.30756,2.80446,1.88138,1.61401,1.86023,1.88753,1.74718,2.80598,1.25964,0.73008,1.46351,1.44034,1.8915,2.16111,2.04842,1.57133,3.99666,3.92578,1.4791,5.33024,2.33241,2.887,2.49053,2.0829,1.82215,1.79204,7.53297,3.51082,3.29055,2.4421,0.496896,3.093624375,2.43298635802469
"ZNF483",0.747298,0.637798,1.16161,1.68061,1.08479,1.40264,1.15273,0.77156,0.888673,0.948372,2.21343,4.38655,1.24536,1.00882,0.722496,1.18692,0.992926,0.820945,1.52734,0.953768,1.33143,0.191613,0.0561492,2.46803,2.75931,1.31938,0.499172,1.34634,0.243828,1.12664,2.90358,0.654463,0.2518,0.362469,0.363343,0.207495,0.831077,0.779294,0.0785235,2.0974,3.59356,0.29991,5.11406,1.64925,0.49231,0.608834,0.600873,0.342215,0.623277,5.66566,2.29675,2.61584,1.47235,0.0422927,1.21278125,1.3520562640076
"SAMD4B",48.0547,39.3182,30.6084,55.5144,47.8486,63.5063,49.1723,23.8621,31.7125,24.2631,28.7241,35.006,38.9144,35.9555,23.39,25.6605,25.506,21.6176,40.9747,25.1844,45.5714,49.0768,23.818,70.5585,64.1512,48.0284,30.3793,51.9417,47.5593,48.5561,56.5929,19.7854,11.1858,16.312,24.1077,11.4585,48.6327,36.6339,15.7689,83.9736,73.8135,13.1807,52.8443,45.6132,46.5315,52.7128,29.2532,30.9485,25.0769,58.3789,54.3172,64.2119,56.1895,18.3825,28.773425,44.0923496201329
"ARHGAP4",35.265,36.43,20.6331,19.6587,28.6173,10.5733,24.4443,6.52516,6.21447,5.83064,31.2548,27.4294,5.80908,4.85793,7.04141,9.17652,5.31401,4.7637,15.2812,9.08709,26.7652,0.605991,71.2497,18.9135,28.3027,16.0758,30.2397,15.2194,10.2827,14.9645,32.2006,9.01214,6.30526,17.9112,37.1451,6.17025,80.6174,15.289,2.72877,37.8437,11.2766,3.95589,16.8133,22.7961,7.81687,8.2539,61.2239,242.196,13.1449,19.0152,21.5636,23.8371,18.9384,188.251,14.657513125,31.8842331980057
"SLC45A4",2.85755,4.20957,2.62799,8.9545,7.92858,9.85763,4.95244,3.38669,8.98024,2.76975,9.69592,11.2705,14.263,14.7629,3.90999,3.60846,3.01331,2.23575,1.39627,1.82784,3.88666,2.03499,1.92024,5.93549,8.99575,5.53769,5.18386,4.64793,3.33953,3.92972,12.8351,4.69425,3.15871,7.21888,9.97235,0.440432,9.71161,8.72287,2.59443,2.5978,5.29882,4.4769,24.0429,10.8871,5.67792,6.69838,5.11213,6.30558,6.67093,26.2556,10.4658,7.2928,4.48587,19.9246,6.167824375,7.22290472459639
"ETNK2",9.33876,5.36877,3.65351,17.6469,13.6745,25.6778,11.368,5.18561,4.96942,6.75463,1.08305,1.56376,4.86255,4.32277,3.03397,5.28868,6.8611,5.85731,3.05177,4.82842,11.8532,3.27418,0.0342456,18.2272,16.0275,5.00072,3.04544,5.02964,10.9589,3.33028,15.2005,2.86562,0.939698,30.852,11.2269,56.9429,3.35296,6.30842,0.611913,20.5187,25.3778,3.12515,24.7317,13.4283,12.3804,14.7103,2.77033,5.38436,2.44807,148.726,9.77354,13.7346,19.7535,0.223636,4.051332375,15.745699131529
"MIEF1",14.5051,13.0968,10.7825,11.6367,11.3736,10.5901,12.5732,7.18594,8.4143,7.97128,18.3779,15.7442,9.70649,11.018,6.1638,7.72312,7.98277,6.5776,7.79694,6.63008,13.6847,24.1387,32.9846,11.2448,13.5622,12.3351,12.6191,11.6831,12.4987,11.5033,14.3471,6.09512,5.38653,8.93899,10.8205,9.66275,12.3003,10.7274,5.90181,13.8315,12.3316,5.71563,8.8627,11.7875,11.4089,12.4333,14.4134,13.632,9.71726,49.2595,13.0861,15.0787,11.5604,3.36772,9.067148125,13.3278312773029
"SLC6A16",6.67347,4.01006,1.66901,5.42295,8.76134,14.3191,5.36619,0.766742,0.630102,0.864123,0.504855,0.69086,0.729187,0.57902,0.750696,0.746718,0.692814,0.543517,0.688626,0.601883,4.62497,0.393544,1.68043,9.03756,8.12156,4.9681,2.28259,5.71644,1.47334,5.67432,10.1987,1.62968,0.631512,3.30019,7.68858,4.69941,6.52196,1.67902,0.543772,5.86871,10.537,3.24973,1.96332,6.88967,2.56246,2.86144,3.82317,4.71237,3.12961,126.634,5.36245,8.56628,4.68184,1.26388,1.0982684375,8.11498289411206
"FAM216A",6.40696,7.56546,7.48587,12.6108,11.5732,9.90399,10.6952,11.3172,19.3336,16.1386,52.3561,41.3938,23.7582,35.7843,14.2998,22.6081,18.7783,12.5397,14.2878,11.9294,7.45446,27.1889,43.0057,18.7678,17.2885,9.45299,5.46117,9.68739,4.52263,9.73691,14.9601,5.9384,3.38068,2.81605,5.66743,2.88581,6.71312,4.07861,2.56987,11.6561,17.4059,1.6645,14.3549,10.3881,3.50253,3.4538,8.20551,10.8913,3.71409,80.6806,8.32994,15.8088,9.82446,1.77253,19.40981875,11.9894085470085
"ZNF709",1.29385,1.08714,1.33801,1.5651,1.55481,1.32196,1.80722,1.00506,1.20132,1.44702,5.56175,4.47253,1.32099,1.51391,1.09128,1.82016,1.86031,0.992898,1.04042,0.948717,1.67435,1.15081,2.38066,3.31355,3.58285,1.48498,1.02507,1.47879,0.868131,1.3585,2.47539,0.712435,0.455249,1.06541,2.00882,0.297172,1.40975,1.6734,0.363474,2.38231,4.48056,0.641601,3.05569,2.33291,1.20673,1.32517,1.21667,1.61945,0.940659,9.42293,3.00685,3.33711,2.28583,0.228879,1.6783624375,1.93625716001899
"ZFYVE27",24.3725,20.713,30.5835,30.6132,26.6768,25.7376,30.0346,14.7296,23.3141,24.4591,77.9613,80.5531,42.0544,40.8165,20.6524,29.9774,29.3543,19.4399,24.7268,17.6576,26.1276,22.0802,32.2217,34.1024,42.3452,25.4936,33.0557,22.7041,19.5669,21.1255,40.429,13.5983,8.25,23.9338,31.6926,16.9335,31.7213,26.7877,8.72073,50.9967,49.7912,13.2473,62.6392,37.5112,26.6762,28.4752,45.0592,42.8735,22.5072,46.9781,39.8822,38.2917,31.0223,21.3359,31.20413125,30.8798125593542
"PCMTD1",31.1303,25.0969,25.5575,32.1097,32.8424,35.7514,36.8264,7.75871,8.69721,11.2204,23.3739,18.8295,7.97119,11.4654,8.34674,11.3019,10.5089,9.08679,14.7647,10.7514,29.8096,19.6635,14.4798,41.0464,42.8533,39.8006,22.3281,39.1653,18.0961,41.4997,41.9493,15.5965,12.0403,11.9346,14.8413,7.21312,27.5007,30.908,27.2426,34.4239,50.3328,24.5994,26.7628,33.2277,21.5887,20.7726,23.0173,32.5941,17.7737,15.9943,39.0847,40.2113,32.9335,5.22767,13.07589,28.3225003276353
"RPS6KB2",38.8445,34.9635,39.7758,49.114,51.2741,53.4436,47.7411,13.5481,15.2926,15.1048,64.9524,66.3681,20.2557,18.0076,15.0118,14.8054,15.1963,14.7231,23.6728,15.7627,42.5241,45.2512,65.4428,61.3242,60.4126,43.3945,40.7852,47.8193,105.796,47.1845,57.2291,20.9386,16.4851,24.6715,29.5606,36.7165,53.9591,49.8647,32.0838,53.7989,51.0122,25.2929,61.4092,73.4733,148.464,157.744,50.8556,70.9043,49.7356,32.7348,64.0772,62.4765,70.2638,46.9114,25.2552625,55.6716446818614
"IRS1",10.6155,8.64889,10.671,9.7636,5.96202,11.35,23.8925,1.07746,2.06085,1.15249,8.34855,7.72208,2.61601,3.19086,1.1561,1.8971,1.48014,0.826538,0.940001,1.24898,14.6596,50.3412,1.08939,18.7716,43.1597,19.3035,8.38177,9.91623,4.56968,12.9147,41.6241,4.10335,3.59566,2.49879,4.69839,7.60429,10.586,4.79073,5.75753,9.98063,42.2879,2.26513,2.77912,15.3525,9.06415,8.69759,7.76326,2.83415,6.86205,1.1317,37.3614,31.3307,13.9985,0.148125,3.2501355625,13.6791505194682
"BMP8B",1.55326,1.2498,0.657374,1.19926,2.30249,1.04525,3.12242,2.92351,1.98883,2.31077,2.60372,3.0781,2.24978,1.97527,2.46197,2.2363,4.0295,1.75889,2.1007,1.51472,1.67861,0.193969,3.94414,4.72155,5.07408,4.14956,5.1141,4.40271,1.52718,3.61382,2.91296,0.88472,0.393261,0.943058,1.2489,0.493377,2.71808,2.87704,0.410213,66.3659,1.96252,4.24858,5.53362,4.05665,2.76738,2.61763,5.02727,2.63441,2.35736,5.90734,6.99023,2.92823,3.80914,0.544207,2.2017575625,4.51350211823362
"TMEM218",16.3074,15.1983,17.0639,14.4962,17.3025,14.8482,17.6408,5.3975,4.66011,6.31831,9.06276,9.15654,4.98983,4.7656,4.89608,6.04559,5.67113,5.10083,8.8266,5.89017,16.965,19.1057,17.6425,22.7496,25.8056,15.7118,11.4279,13.1784,10.7086,12.466,18.5314,5.7068,2.77069,7.42312,12.5356,5.50516,16.0582,13.1157,4.12113,23.6099,21.2645,6.7898,18.8866,18.001,10.1647,10.2388,13.3931,18.7387,11.1946,8.69496,16.8575,24.1612,18.4459,4.0343,6.58229625,14.7878682763533
"LRCH4",50.9704,51.0928,58.4376,53.7496,53.5942,42.5972,49.5866,17.4344,18.4465,21.5768,72.098,87.5753,32.4399,23.8422,19.5183,25.7197,21.0944,18.4631,33.8508,21.6278,56.4163,25.1641,53.1802,71.596,94.4018,48.9539,51.3306,48.568,58.1737,47.9674,99.714,25.6763,19.2417,38.1266,50.1315,25.5347,122.601,69.2183,31.2201,131.443,149.178,25.8764,123.03,86.2899,55.5679,59.1536,86.5004,181.491,44.9522,288.535,129.8,81.3475,70.3967,163.235,36.3253875,76.1823016144349
"LIPE",342.748,231.298,17.5628,1.7093,10.2967,1.30214,5.80367,5.39162,3.49173,7.97439,9.4077,10.256,5.92201,4.8404,10.8227,8.659,6.79598,9.69854,57.0507,17.1766,146.144,2.3622,5.45932,3.4971,4.26385,3.71079,3.58429,3.48477,4.35327,3.73485,5.14217,3.74093,6.89652,2.00906,3.76378,0.348215,2.67743,5.47023,3.90388,11.2773,4.11046,1.06538,5.27459,5.1232,3.93154,7.01661,8.61826,9.67286,2.83831,74.5103,6.45416,7.31673,5.20366,1.65152,10.675140625,25.3094738010446
"TBC1D20",35.2055,31.1821,33.2531,37.1896,32.7701,33.8488,45.5226,14.8332,16.6614,16.6612,52.2099,52.025,20.8986,20.2347,14.4956,16.4269,16.9777,14.7129,22.2244,15.8726,35.2182,37.7977,18.0077,48.6749,48.6089,39.1863,27.3946,37.5816,31.1926,36.018,42.2465,14.2363,10.5186,15.7155,17.369,12.0751,46.4267,32.4979,16.1357,41.0201,43.3935,12.2777,43.8248,42.2096,37.4558,42.0174,26.9171,31.3029,21.6619,29.2444,45.4446,49.2269,42.0294,11.171,22.83848125,33.1810618233618
"TAOK1",25.2837,19.8603,11.1553,23.3364,21.3008,26.4243,20.5957,10.504,12.2772,11.4319,20.6474,19.8511,13.1464,15.455,11.6,12.7702,12.4815,9.58386,20.1415,12.5967,20.6347,31.7413,16.7435,23.9537,22.9,19.8642,12.8444,18.793,14.0831,19.3169,19.4105,9.78206,6.6213,5.83634,8.39684,4.29202,22.6877,13.9024,9.77141,29.672,18.2536,4.20355,17.9368,15.018,17.8965,20.653,13.4395,12.4326,8.68858,18.712,20.6711,24.2731,20.1207,4.90522,13.84861375,17.2716125925926
"ACADSB",15.004,10.4744,25.6842,14.6875,14.008,16.8741,20.403,8.07483,9.86534,10.7438,38.0096,31.3073,11.7711,13.5053,7.59133,10.1514,11.9514,8.73314,9.57769,8.0035,17.6468,14.8513,16.8276,17.6324,16.7165,15.725,13.2789,16.6111,10.9997,16.289,21.356,13.8688,11.6792,21.2284,17.9714,97.0343,12.6022,12.7165,22.9338,23.1937,20.8169,5.78751,17.7151,24.2709,15.8304,16.8556,12.0208,8.76352,14.2248,10.4726,14.891,21.3308,17.0884,0.885906,13.589745625,18.1519643447293
"NUDT22",25.6871,21.8366,32.2578,32.1808,29.7604,25.8559,30.3124,10.4734,14.161,12.5641,22.9515,25.9759,18.9491,19.0718,12.3182,12.2213,11.1062,11.5965,11.9117,13.1924,26.4658,31.7419,45.3431,28.2332,31.4,25.8734,35.4582,26.4127,31.0751,28.03,28.3611,24.4844,20.7783,26.5361,31.4624,19.7841,32.0358,31.1866,20.5334,28.0134,23.9336,18.8674,34.3937,33.6755,27.5783,29.6083,39.6004,48.3408,30.7214,17.4338,46.9555,26.169,27.4955,25.8697,17.111975,29.4958374169041
"PEAK1",16.55,10.2801,3.88904,11.3307,12.6967,14.5631,9.85832,3.84275,3.86325,5.31258,6.99086,7.01754,5.08264,4.82853,3.9959,3.82194,4.94205,4.18256,5.1072,4.02975,11.4977,27.0248,6.43792,13.8716,11.5304,8.46192,7.48279,9.80024,3.83218,12.4165,8.41984,7.32408,5.73817,2.34781,4.29521,1.2662,23.1879,5.88241,2.9221,20.9958,8.86399,1.7969,3.19291,7.43033,6.51151,7.22275,7.80441,29.6547,3.86274,12.8265,8.97329,11.6153,9.35543,0.931348,6.20423125,9.38866075023742
"HIF1AN",8.85577,7.96642,10.1208,13.2343,12.1745,13.5128,12.9459,5.15097,6.34398,5.25465,9.93925,9.65558,7.85422,8.61048,4.66675,5.42443,5.77189,4.42456,6.14682,5.13507,9.04285,15.7204,16.6193,11.5234,12.546,14.2541,10.095,13.047,9.43023,13.3383,12.187,5.57053,6.66266,6.09422,7.14234,3.38035,10.6785,9.28784,21.7694,11.3213,15.3376,4.65572,12.8326,11.5894,12.3842,14.4352,11.9279,12.3363,8.26818,20.9787,10.8892,15.3361,10.0642,6.21821,6.70564625,11.6166937274454
"MARVELD1",62.987,47.6047,12.2115,204.576,156.112,199.768,81.7059,3.20157,2.9802,6.4897,6.34574,10.2015,5.37949,3.97518,3.52111,7.31131,5.68276,5.63659,5.58504,5.10873,51.3875,115.026,3.04108,139.716,123.963,105.49,51.2843,128.944,22.4799,134.93,119.763,22.6554,7.4641,9.82927,12.7996,3.16969,65.0155,31.4916,4.15033,122.752,90.6499,4.42254,40.0718,89.8072,43.5966,53.1878,27.8846,27.652,16.9589,15.1144,35.5128,143.683,84.2727,5.38424,10.40962,68.5909309924027
"DIAPH2-AS1",0.105394,0.0891281,0.0208184,0.120093,0.120768,0.0989157,0.333647,0.00893571,0.00295595,0.0173445,0,0,0.00788486,0.0110966,0.0156533,0.0123055,0.0177184,0.0124199,0.0410145,0.0201629,0.077619,0.0393035,0.0656574,0.364967,0.107178,0.0606567,0.076349,0.117188,0.444479,0.0959572,0.0974955,0.0346891,0.0147402,0.0151447,0.00511033,0.0300691,0.166872,0.134563,0.024994,0.196775,0.155327,0.0180094,0.125145,0.1407,0.104348,0.102031,0.0853265,0.058581,0.0552968,0.205557,0.0711393,0.121475,0.362429,0.0171239,0.02398708875,0.116783270451092
"CD226",0.283299,0.370321,0.152459,0.259864,0.361526,0.219094,0.511733,0.155398,0.0976905,0.461809,0.173708,0.19505,0.129084,0.115505,0.18788,0.250718,0.344692,0.386503,0.764577,0.335124,0.239672,0.213701,39.0169,0.332176,0.487818,0.212022,0.31973,0.199305,0.198855,0.215826,0.417406,0.118218,0.0726067,0.218538,0.377868,0.237418,1.57801,0.36929,0.105734,0.506358,0.395743,0.0690308,0.541344,0.316932,0.150199,0.140518,1.14428,4.71009,0.302265,0.716498,0.477867,0.454387,0.384958,1.28212,0.335410825,1.48888392079772
"P4HB",255.098,256.725,394.273,449.324,386.205,311.703,266.327,40.442,46.0971,46.7943,116.57,112.801,55.7039,60.6874,38.2964,58.9319,51.0376,41.1808,61.9076,42.6132,260.649,1252.51,452.45,285.735,331.139,187.035,222.361,189.783,558.809,189.268,223.484,164.517,111.529,135.564,131.016,511.24,354.322,583.572,171.256,228.143,249.806,960.635,351.184,311.194,361.294,397.065,259.5,399.72,373.609,95.9294,327.125,261.759,393.885,159.637,87.71445,343.724624026591
"IL17RE",14.7073,10.7067,2.20893,13.7361,22.6455,24.547,5.51598,0.967327,1.25209,3.48597,19.4523,17.7435,1.32565,1.42717,0.801408,1.26386,4.42428,2.64266,0.711119,0.673013,14.0535,4.42572,0.406205,9.31026,7.60262,5.07955,22.5522,2.89534,18.1349,2.78282,8.52276,1.65863,0.530985,3.86418,7.41194,2.74796,15.01,15.6947,0.606464,10.5924,2.35326,7.47546,4.87907,15.3529,60.8929,66.9014,20.6012,2.94096,22.8602,1.30082,12.5619,5.78584,20.8894,0.286156,4.585622625,12.4616130992403
"CUL2",16.6149,13.6435,13.586,14.2529,15.4598,17.8218,17.5686,7.01681,9.07434,9.51749,19.0061,15.8996,11.7618,14.8187,7.63404,10.7662,10.6018,7.28164,12.1183,7.62429,14.3925,28.829,27.3929,17.0987,17.1491,19.0164,12.5362,14.9522,13.2019,16.465,16.3615,7.14287,7.37732,6.2783,9.14519,5.69085,14.7655,11.31,18.672,17.4095,14.9047,5.3073,12.7621,12.654,13.23,14.2442,12.6136,13.6337,10.8467,34.8391,14.7679,19.0841,15.3132,3.6018,10.775425,15.0371412630579
"SOX15",2.62073,2.1311,0.853807,7.20092,2.74434,2.67962,12.0109,10.2157,13.1291,8.87112,32.3447,29.6799,13.1315,14.5806,7.28321,12.1051,11.4915,7.11237,5.67177,7.08893,4.28271,1.52183,1.31874,20.2828,16.3744,14.5469,4.87341,12.5543,100.752,10.9505,16.3972,4.78692,1.31332,1.25751,1.63285,0.761618,2.31508,6.7099,1.14693,10.6238,22.3265,0.51452,10.5109,15.0272,61.6343,51.5634,2.84177,1.73718,2.04965,4.34079,4.10858,15.4222,47.815,0.404388,11.32005125,13.0531844420703
"CABYR",0.726529,0.897611,1.5631,2.2377,1.56268,1.61686,1.18692,1.55382,2.28402,0.905953,0.910521,0.846175,3.35432,4.08306,2.07425,2.20545,1.20229,0.824558,3.36525,1.66888,1.35462,2.7989,0.672951,2.48857,4.52372,0.820451,0.535205,1.04071,0.514421,1.03342,1.67581,0.264317,0.125696,0.240224,0.402985,0.175409,0.594104,1.23073,0.156093,1.27253,1.37281,0.143601,6.02454,1.4513,0.796502,0.774053,0.56102,0.431296,0.485508,250.403,0.637823,2.35809,1.13403,0.0704505,1.6414165,7.77860026187084
"SPATA33",2.2,2.01619,1.66956,2.58975,2.74833,2.3327,2.81165,2.39181,3.27195,2.39896,4.08738,4.10991,3.7613,4.25519,2.55969,3.18261,2.73608,1.83707,2.50872,1.91393,2.56838,3.22338,3.00874,3.88377,4.3866,2.76387,2.57202,2.65503,2.42331,2.48422,3.50774,1.04316,0.72338,3.38948,3.39998,1.36473,3.70877,2.2772,0.578456,3.90534,2.63975,1.14932,5.86182,3.75704,2.30692,2.3029,3.79949,2.88706,2.28374,52.7329,5.58826,4.11502,3.10096,0.701675,2.780619375,4.14709893874644
"FBXO44",14.1241,15.6681,28.2699,32.1796,22.2465,15.2212,30.1237,53.704,87.5963,88.4624,299.334,297.239,131.64,129.734,61.6676,72.8608,103.097,68.1996,46.7623,43.6953,25.8821,18.4532,20.2403,34.1401,54.6893,25.341,13.9934,30.7927,17.9218,26.6882,40.8295,16.3545,8.30701,28.2067,38.2625,14.8048,25.3942,30.8842,4.51049,57.1684,33.9643,15.9655,97.9444,59.8772,38.9535,38.0916,23.2164,36.0912,21.6993,41.5084,63.2708,32.6157,35.5814,8.70029,95.878000625,31.7572392735043
"AP5S1",4.52016,3.90834,7.05183,3.86105,4.27874,3.21821,4.54572,3.0791,3.77006,4.10543,5.24215,5.41587,4.69399,4.82328,3.15203,3.72933,4.55507,3.40279,3.51669,2.71964,4.7345,10.2186,5.26622,5.2713,5.34559,3.91406,4.0498,4.39886,4.54416,4.42284,4.05001,3.35361,3.08502,3.64333,4.69848,3.95884,5.03236,5.24095,4.34034,5.19265,5.4997,2.24292,6.42507,6.03546,3.96799,4.05919,4.44872,6.27763,3.7529,10.3651,9.51911,6.01142,4.55757,1.58603,3.97977625,4.97719034662868
"RNPS1",70.334,63.0809,48.1096,74.7853,70.2827,83.2379,80.6853,45.235,67.9941,44.232,153.075,142.884,80.3904,89.5317,45.155,63.6398,49.8052,37.2497,46.0631,43.017,74.831,80.5123,107.996,93.3814,97.2987,92.7985,61.9465,80.9318,65.2084,83.4777,89.264,35.3599,28.6165,32.2143,52.8273,19.1619,73.1711,52.6879,71.8862,88.9497,97.351,22.545,91.1931,88.1333,74.5866,74.5215,66.5979,79.1561,43.1453,99.5179,79.6023,109.455,82.5793,28.5722,65.33871875,72.9116517094017
"TTPAL",11.9016,9.79279,6.70752,6.23213,6.88461,5.02497,7.63235,3.61395,5.19739,3.72424,8.8722,8.30769,5.83091,7.05182,3.74101,6.13375,4.40208,3.07745,3.1843,3.88682,9.38602,39.6676,12.8725,12.2152,15.281,6.98816,5.12208,7.91131,7.84276,7.91098,12.4149,2.75719,1.54994,3.38287,6.71523,19.0276,5.98907,7.13056,1.9315,9.05388,8.93271,3.49009,14.2699,10.1942,14.0681,15.0494,6.95219,7.72368,4.76971,6.44279,13.7681,9.97229,10.6109,5.25565,4.832488125,9.71341902184236
"APC2",0.189927,0.170893,0.193955,0.269292,0.367349,0.234891,0.253626,27.7973,32.5852,30.5698,60.8015,74.3094,55.4434,42.989,29.4,29.6083,26.7897,25.2309,25.6455,24.3792,0.19095,0.319817,0.226362,0.295927,0.276138,1.55575,0.657703,0.555657,0.175765,0.577797,0.351793,0.243474,0.101173,0.094846,0.0953057,0.0878406,0.183397,0.186523,0.0653416,6.97975,0.252974,0.118005,10.2888,0.306258,0.228063,0.238285,0.441211,0.207029,0.410616,1.87792,0.257648,0.282348,0.288948,0.124965,30.37982775,1.00634949358974
"THRAP3",72.7072,59.889,62.0262,84.0665,75.4611,89.4512,77.11,22.8489,27.3821,28.4598,78.5648,67.3258,31.6492,35.6683,24.2519,30.2666,29.6143,22.0372,33.7988,24.7378,70.5813,127.112,128.52,91.9118,92.0901,77.5858,54.2286,83.7114,64.1483,83.4594,83.0812,35.2231,31.5244,26.3679,38.7447,30.3196,76.8314,63.9627,89.2358,88.149,84.2081,23.7033,63.0569,89.8922,66.4308,71.0737,58.2608,73.136,47.5867,66.9644,91.1095,92.5655,80.1409,38.3077,37.511525,72.3740911206078
"ZC3H3",25.6244,22.4911,16.2003,20.261,19.7615,21.6935,23.6951,6.59894,7.94085,7.55369,21.1661,23.8692,12.8484,10.2538,6.65742,7.33426,7.43545,6.49586,8.80834,6.35807,24.4951,15.1243,18.2778,24.3509,25.2079,20.9752,18.0162,19.1176,19.4991,19.9028,23.36,7.35354,6.16434,19.2015,14.2909,21.1008,26.8856,16.0548,15.0854,27.4165,23.8154,6.04935,14.9137,21.9961,24.5653,27.2427,27.0982,29.0378,14.2473,43.6376,30.2164,26.0471,23.0167,31.9999,10.85774125,21.8915112108262
"CBX3",69.3248,59.103,60.4448,59.8212,61.7889,63.2742,57.0304,30.2194,32.362,27.753,59.1456,45.2184,27.9944,41.0137,28.8208,38.2686,32.3462,23.4806,56.0635,34.9152,69.0154,134.748,175.711,68.5424,71.0095,53.4873,46.5939,46.3513,45.7544,46.4253,72.6669,27.8737,18.5468,33.2185,55.1511,21.4758,65.7266,47.5495,32.8073,68.3406,81.4035,18.5667,39.6717,50.9817,44.3114,43.113,60.4486,67.6567,33.8039,94.4762,57.0515,71.4325,57.5499,20.6474,36.85928125,59.3214669990503
"CETN3",7.17037,7.41892,8.71213,7.10678,8.37745,6.98438,8.43242,6.3439,5.88173,6.31367,8.30694,6.93661,5.07085,6.05313,5.84707,8.00293,6.24163,5.39678,9.72229,7.16169,8.00321,16.0496,21.3887,11.2643,11.1506,6.71465,5.76733,6.51474,8.76142,6.28912,9.40865,4.69638,3.27016,4.17233,7.77466,2.49602,6.88364,6.03639,2.26325,11.055,14.3702,1.93257,16.3648,7.34072,5.51552,4.9489,4.82222,6.55219,3.82406,78.4082,8.49657,11.3069,10.746,0.186365,6.3830875,9.81915922364672
"GMNN",8.38249,9.31571,5.90672,7.01312,7.17285,8.65795,11.9893,7.15099,8.456,10.5693,19.7853,16.9312,7.7654,7.88568,5.01908,9.83907,11.5021,9.31713,6.2092,10.6225,11.8239,17.6416,41.8222,13.2972,13.8819,7.11545,20.1223,6.01458,12.8434,5.17275,15.1207,3.10687,2.62443,8.40056,9.58087,6.38073,9.89082,7.08281,2.65558,13.3784,16.6046,29.189,10.5633,31.8748,30.9193,19.2176,10.5015,17.2139,13.5391,38.0174,12.8974,9.96278,15.5814,1.8065,9.167191875,13.8760996296296
"NDUFS7",32.1545,31.6372,35.724,33.3934,34.5635,33.0236,35.4506,31.3707,35.0714,35.9197,84.5723,83.9859,42.5069,45.6561,34.0728,38.5839,38.0817,35.3098,58.7335,41.6328,31.8876,30.0041,39.2883,37.0265,37.5159,45.5073,39.2747,39.7968,41.8518,39.585,39.5379,55.6891,64.3028,32.6935,37.7209,23.2142,33.7396,27.5497,88.048,45.0605,37.8866,13.8094,48.3273,36.7175,32.0809,32.634,35.1502,36.6364,32.0824,68.1904,39.6713,41.2547,39.3868,16.9644,47.4518125,37.5051415004748
