Gene,Combined_Score,Clinical Trials,Hpa,Heatmap,Vital,Non Vital,Protein Vital,Protein Non Vital
EDA,8.73768180132267,23.0,8.0,-0.0655552676862494,1.36660625,3.44987392616334,2.711687861348372,3.90000335216386
CRK,8.73550200213821,32.0,10.0,-0.1240755462993468,26.35813125,41.0039449905033,5.333885427660344,5.236512548101845
PARP6,8.73403472396066,0.0,7.0,0.9512511644443084,0.0,0.0,0.0,0.0
XBP1,8.73339690670996,33.0,5.0,-2.6417617102461564,36.384025,170.247392877493,0.0,3.72717809956013
DXO,8.733367298250126,32.0,7.0,0.0179480942244175,26.0222875,40.7453021367521,3.926616702336956,3.851887986843997
CHL1,8.73233151752773,24.0,8.0,1.7760387020062345,12.615349875,5.93067221058879,4.3915143826029786,4.509101375361984
WDPCP,8.730806946689714,0.0,7.0,2.710155602864798,1.05911675,1.43406059021842,0.0,3.3729983191536363
PLXNA3,8.726305216632142,19.0,10.0,-0.1328689496333484,12.316508125,19.1436077540361,3.528001678426623,3.441480156486337
IL4R,8.72602596555441,25.0,10.0,-2.0582268062727884,16.07357,51.4614002231719,2.8765277910113625,3.52759042232435
TULP3,8.725071830907739,0.0,10.0,0.6948791491962293,0.0,0.0,0.0,4.0243657457435145
SPRED3,8.72151183806219,0.0,10.0,-0.2740395060227404,2.9595133125,1.22813566310541,0.0,2.185929156220954
TAF1B,8.721128687310355,32.0,5.0,0.7112155674883419,0.0,0.0,3.505726251027104,3.316351102153287
BCR,8.720232381103433,35.0,7.0,-0.0609223242573488,23.832509375,18.1691646961064,4.417736403501306,4.14631031913013
SLC16A5,8.71820481955097,0.0,8.0,0.1312592209216505,3.47757225,12.0830912184236,0.0,0.0
ATP10A,8.715959967986691,0.0,8.0,1.7454302440656102,4.221248375,6.15108690598291,0.0,3.102301088283122
PAK4,8.715268706996941,31.0,7.0,0.7200151363577862,0.0,0.0,4.261194794774711,4.428787614599368
TSPAN17,8.71160519258097,0.0,8.0,0.1513964403725292,18.000974375,24.031047288699,0.0,0.0
RYK,8.706634934120688,19.0,5.0,0.2190863113450556,10.664879375,38.9194426495727,0.0,3.7781857078818
NRP1,8.70594909821443,32.0,8.0,-1.9746984245645285,6.8516934375,22.3902385622032,3.3586066013093774,2.973935940066878
RICTOR,8.7000853113838,30.0,7.0,0.1058090605156107,8.237134375,13.0948381528965,3.841353427691141,3.714070537941352
IFNGR2,8.700044717156217,0.0,8.0,0.1282114391005944,20.08886875,44.6376613960114,0.0,0.0
PDE4A,8.699386596363153,25.0,10.0,-1.870621052526388,15.461043125,12.4362497340931,3.282175236657608,3.346098801341598
TSHR,8.699368832121312,22.0,8.0,0.6094940871507966,0.1352372375,5.36012029525166,2.883374624980972,4.713097401834521
ALPK1,8.687853281551227,31.0,5.0,1.1334143604521938,2.254195875,9.12583650712251,3.819158714851662,3.302634590076326
CX3CL1,8.682736811050262,22.0,10.0,-0.328541613790846,23.779665625,23.4209268988604,3.909934224708723,3.847800790509008
TRMT10B,8.681960131359029,0.0,7.0,0.7489790170131834,0.0,0.0,0.0,0.0
PVR,8.680681586323079,25.0,10.0,-0.0770901257722273,14.3266075,22.3378276115859,4.407066693092369,4.680235527148115
PKD1,8.670653083840689,23.0,8.0,0.667647617235128,93.5966875,47.687461348528,3.705821609644483,3.3302116192575903
MMP14,8.668946118424463,32.0,8.0,0.3083155731199154,17.102014375,143.665738475783,4.752622140906122,4.622808742172776
ZNF671,8.667867539106894,28.0,0.0,-0.0579096234549593,7.9659575,6.05523125356125,0.0,0.0
ORAI2,8.666758155996588,0.0,8.0,-0.0567303522070531,9.832051125,7.10035260351377,0.0,0.0
CD46,8.664225458958759,32.0,7.0,1.1525820918365426,25.71403125,70.1610436847104,4.908752412946052,4.550159135600713
CEACAM1,8.663299247517216,29.0,8.0,1.114081725728516,0.938062625,12.2951181918329,5.085424263550493,4.55343453515842
PANX1,8.661052255009098,22.0,10.0,-0.3047538311853676,5.298630625,12.438954339981,4.140357206510486,3.704442962140449
MPPE1,8.655841500302277,31.0,5.0,0.7860391113479331,0.0,0.0,3.440964821030202,3.6471358895369694
SLC22A4,8.64943674759608,25.0,8.0,-0.3446165012643664,2.2733613125,3.02452901282051,3.1561027125435883,3.989049234758313
MTOR,8.647568392677908,25.0,7.0,1.2815137498109888,11.43673,14.9762863390313,3.90983993594605,4.076012061149802
HCN3,8.646225297227225,0.0,8.0,-0.1350764641612197,10.449577375,6.93835498717949,0.0,0.0
TMEM14B,8.645676010890664,0.0,5.0,2.2104228164309334,13.74796875,17.9758084995252,0.0,0.0
ATR,8.645067212798697,25.0,5.0,1.7778940223468729,4.10977375,8.03024654795821,3.4050823405692743,3.117306754476488
CHRNA6,8.64397060875654,0.0,8.0,-0.1747776154703914,0.2456090075,0.0605114565859449,0.0,0.0
AKT2,8.642869673056746,33.0,7.0,0.5751385159991363,25.06280625,41.1990217948718,4.657117512960624,4.573473151449572
ITCH,8.641861460467982,25.0,7.0,2.0251557869316708,13.245813125,22.6374530674264,4.496589955034327,4.360523756432739
TMEM170B,8.640821808706516,0.0,8.0,-0.1642470140511603,8.232195625,3.62491825973409,0.0,0.0
RIPK1,8.640370566786151,22.0,10.0,0.4086560356762838,10.454661875,26.7668258736942,4.4632448377376575,4.536211067274682
TMEM8B,8.63773502813467,0.0,8.0,-0.1347207702983658,18.025253125,24.9724070987654,0.0,0.0
